Feature.ID	Kingdom	Phylum	Class	Order	Family	Genus	Species	boot.Kingdom	boot.Phylum	boot.Class	boot.Order	boot.Family	boot.Genus	boot.Species	Assignment
ad6058d9eaeb0b0beb18fd1364492cd3	Bacteria	Bacillota_I	Bacilli_A	NA	NA	NA	NA	100	87	87	67	63	63	63	GTDB r207
2894cf66e8fe24dd47ffcdf45d3aeafa	Bacteria	Bacillota_I	Bacilli_A	NA	NA	NA	NA	100	90	90	74	66	66	66	GTDB r207
5541a2cb381854270ecf7fc47acf66e7	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	NA	100	100	100	100	100	100	34	GTDB r207
2413c0238635660f99dccb0708d827b6	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	NA	100	100	100	100	100	100	59	GTDB r207
ef3f45feba5e83d4bcecc2ee448e6a91	Bacteria	Bacillota_I	Bacilli_A	NA	NA	NA	NA	100	89	89	74	65	65	65	GTDB r207
a0013f1091bc357e5e684bd28c12b6b3	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	NA	100	100	100	100	100	100	69	GTDB r207
694df6c5325fcc0ad52b9e48c8aa5f6c	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	NA	100	100	100	100	100	100	43	GTDB r207
96b9871f0e32c20d411fd1fa1935cf43	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	NA	100	100	100	100	100	100	41	GTDB r207
14d0c29a49c13e46a0a8bef1324dc43b	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	NA	100	100	100	100	100	100	33	GTDB r207
511bded5a4fd38b27ce6103e6045c401	Bacteria	Bacillota_I	Bacilli_A	NA	NA	NA	NA	100	94	94	64	64	12	11	GTDB r207
b4f23108788d74a69f0f08a6edba2cc2	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	NA	100	100	100	100	100	100	46	GTDB r207
a1b216d6791af218df41b77aa50d2653	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	NA	100	100	100	100	100	100	79	GTDB r207
51982417d86dd665e43a03cfba59832c	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	NA	100	100	100	100	100	100	59	GTDB r207
75e12b29a6a456d99220e6b03f7b8a46	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Photobacterium	Photobacterium leiognathi	100	100	100	100	100	97	95	GTDB r207
8b83d8fe35d57ff953bf2d3afae63266	Bacteria	Bacillota_I	Bacilli_A	NA	NA	NA	NA	100	90	90	66	56	56	56	GTDB r207
40f4defefaa68b801112c14e585344c4	Bacteria	NA	NA	NA	NA	NA	NA	100	70	70	66	52	52	52	GTDB r207
2ae254a4c36b222acf63b3ed6b106db4	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	NA	100	100	100	100	100	100	38	GTDB r207
74bdfb53b0ae0773b043b4406c01d2bb	Bacteria	Bacillota_I	Bacilli_A	NA	NA	NA	NA	100	87	87	68	62	62	62	GTDB r207
ab0a9f017e70d2d54ae4e8b30d9fd822	Bacteria	Bacillota_I	Bacilli_A	NA	NA	NA	NA	100	87	87	62	57	57	57	GTDB r207
e3fa5c73bbc67f9e79058efe7c55ab90	Bacteria	Bacillota_I	Bacilli_A	NA	NA	NA	NA	100	88	88	66	58	58	58	GTDB r207
4878940224ccbeb2d40b73835c32abfb	Bacteria	Bacillota_I	Bacilli_A	NA	NA	NA	NA	100	92	92	75	65	65	65	GTDB r207
74e72ee62945c8e24bd364b9444248f9	Bacteria	Cyanobacteriota	Cyanobacteriia	PCC-6307	Cyanobiaceae	NA	NA	100	100	100	100	100	59	19	GTDB r207
cec56e7934982bdf9da65873be320aa5	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus petauri	100	96	96	96	96	96	96	GTDB r207
5989296c8e2dcc12644605dc879373f1	Bacteria	Bacillota_I	Bacilli_A	NA	NA	NA	NA	100	89	89	60	53	53	53	GTDB r207
6266e34a6dc4f80b7dd58dca5cc150f0	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	NA	100	100	100	100	100	100	40	GTDB r207
0c2b2fe65db09aea6e4afb44b8458049	Bacteria	Chloroflexota	Anaerolineae	Promineifilales	Promineifilaceae	NA	NA	100	100	100	100	100	66	66	GTDB r207
c8b2e005878bd97a3c81e0b3a82b7325	Bacteria	NA	NA	NA	NA	NA	NA	100	51	51	48	37	32	32	GTDB r207
4091f64f92e8901634675b36e7373781	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA	100	100	100	100	100	69	38	GTDB r207
5a8fbbced8527a7f25a5fa2e158475c8	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Photobacterium	Photobacterium leiognathi	100	100	100	100	100	97	95	GTDB r207
cb85dd266e09c6713565c11156f61124	Bacteria	Bacillota_I	Bacilli_A	NA	NA	NA	NA	100	89	89	76	70	70	70	GTDB r207
1e10eed64a1131e87acb1e4f8154ddcc	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA	NA	100	100	100	100	34	34	34	GTDB r207
df8a3ec41b33eaec944938bc7517be72	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aureimonas_A	Aureimonas A sp001425485	100	84	84	84	84	84	84	GTDB r207
673d640f71522d08b6f782564c53941e	Bacteria	NA	NA	NA	NA	NA	NA	100	77	77	75	48	46	46	GTDB r207
8e4124f1efb250d3689ec37495112014	Bacteria	Cyanobacteriota	Cyanobacteriia	PCC-6307	Cyanobiaceae	NA	NA	100	100	100	100	100	53	18	GTDB r207
948a1d9a8609e22b90683b57cab40498	Bacteria	Cyanobacteriota	Cyanobacteriia	PCC-6307	Cyanobiaceae	NIES-981	NIES-981 sp018399015	100	100	100	100	100	97	97	GTDB r207
c86b3fe061b18743d32044ac3ceb10de	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	UBA1268	NA	NA	100	100	100	100	100	71	54	GTDB r207
e1fc95bdb6a36883dd12cd2b4646f7fd	Bacteria	Bacillota_I	Bacilli_A	NA	NA	NA	NA	100	81	81	79	56	56	56	GTDB r207
ada39aef3c279f800f29995e8653b8be	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	NA	100	100	100	100	100	100	46	GTDB r207
7db7b5aae8e851dcfab12aed56f2a4e6	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	JADJWR01	JADJWR01 sp016716275	100	100	100	100	100	100	100	GTDB r207
3461332d9483711da6d649d535ced951	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	JACTMZ01	JACTMZ01	JACTMZ01 sp018883245	100	100	100	100	100	100	99	GTDB r207
3487db17486c606c796a8088ba0cdeca	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	NA	100	100	100	100	100	100	41	GTDB r207
d0cbba12967aa6d41131aacc0aa5ccd2	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA	97	86	86	45	45	45	37	GTDB r207
d1737bffaf71827d0080ef0cf69817b3	Bacteria	Cyanobacteriota	Cyanobacteriia	PCC-6307	Cyanobiaceae	Cyanobium	Cyanobium elabens	100	100	100	100	100	100	95	GTDB r207
ad7305b0a7b8dcb82c8bf3a784fb47bb	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Photobacterium	Photobacterium leiognathi	100	100	100	100	100	96	95	GTDB r207
348004baf028a9df19196b86158d2bc5	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	JACTMZ01	JACTMZ01	JACTMZ01 sp018883245	100	100	100	100	100	100	100	GTDB r207
c01a39733a8ceec601e405f8ddf81c7c	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	UBA1268	UBA4655	UBA4655 sp002405515	100	100	100	100	100	99	99	GTDB r207
0fc898ffc52f058cd0d8b69dbaa44456	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aureimonas_A	Aureimonas A sp001425485	100	81	81	81	81	81	81	GTDB r207
957595659e619aaa9822f8fe1e3548bd	Bacteria	Bacillota_I	Bacilli_A	NA	NA	NA	NA	100	90	90	63	52	52	52	GTDB r207
ff9e486915549d41fb58c9a69bd77335	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	NA	100	100	100	100	100	100	47	GTDB r207
578b2f7ae155bbc0caabd11925d235e5	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	NA	100	100	100	100	100	100	46	GTDB r207
2fa20e80aab0ff78a33eb3707fcfa2a5	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Pelomonas	NA	100	100	100	100	100	86	65	GTDB r207
7366ade3c532d7dd2463ae550c72ee81	Bacteria	Cyanobacteriota	Cyanobacteriia	PCC-6307	Cyanobiaceae	NIES-981	NIES-981 sp018399015	100	100	100	100	100	86	85	GTDB r207
65125493342c8a397adc3dfe5ff7ed93	Bacteria	NA	NA	NA	NA	NA	NA	100	58	58	46	24	24	24	GTDB r207
21b7475111de438abd1232626b72b87c	Bacteria	Cyanobacteriota	Cyanobacteriia	PCC-6307	Cyanobiaceae	Cyanobium	NA	100	100	100	100	100	91	74	GTDB r207
a5cfd5ab8e548ba84aaf7af51098fd34	Bacteria	Cyanobacteriota	Cyanobacteriia	PCC-6307	Cyanobiaceae	NA	NA	100	100	100	100	100	74	70	GTDB r207
be00a205532989c64e15f4454b47f9f4	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	NA	100	100	100	100	100	100	46	GTDB r207
150fb4ba2470bd4e72322dc665d73be4	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Opimibacter	Opimibacter sp016722045	100	100	100	100	100	100	95	GTDB r207
9654a94fbff11ca589d840f96d391228	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	NA	100	100	100	100	100	100	30	GTDB r207
7b76a92b459ccd966ed542f96b5b479e	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	UBA1268	NA	NA	100	100	100	100	100	54	54	GTDB r207
6b53904e5898145618f3d45b974f332f	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aureimonas_A	Aureimonas A sp001425485	100	85	85	85	85	85	85	GTDB r207
5954ef9594f3aa835ab237f5c1fd150c	Bacteria	NA	NA	NA	NA	NA	NA	100	34	34	31	31	31	31	GTDB r207
9893d40110aa68c7e54604b0c6838ec4	Bacteria	Cyanobacteriota	Cyanobacteriia	PCC-6307	Cyanobiaceae	NIES-981	NIES-981 sp018399015	100	100	100	100	100	98	98	GTDB r207
d2912a4f751a581d5bbb6847b838600d	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	UBA4665	NA	NA	100	100	100	100	94	52	52	GTDB r207
44c77ed22ee7e81d82f761de99fbeb6e	Bacteria	Cyanobacteriota	Cyanobacteriia	PCC-6307	Cyanobiaceae	NA	NA	100	100	100	100	100	18	18	GTDB r207
b9e4ad115b7e09351d62e135f86f29b3	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	UBA1268	NA	NA	100	100	100	100	100	62	62	GTDB r207
50cbcc45655ddda3eb1872caae3c8640	Bacteria	Bacillota_I	Bacilli_A	NA	NA	NA	NA	100	84	84	75	51	51	51	GTDB r207
615b46cf98fda38242a3ac9975401f94	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	NA	100	100	100	100	100	100	23	GTDB r207
cfbcbe4a0a79e1f91ffaccf799163ff7	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium sp001898925	100	100	100	100	100	100	93	GTDB r207
4d5e3e676eafaf675a8fb98342121252	Bacteria	NA	NA	NA	NA	NA	NA	100	53	53	46	29	23	23	GTDB r207
0a54f1bb3a751d129365d78bd7c23427	Bacteria	Chloroflexota	Anaerolineae	JAAEKA01	JAAEKA01	JAAEKA01	JAAEKA01 sp029558955	100	100	100	100	100	100	81	GTDB r207
4b9c3303a3cb2634a1cb161028cce3d2	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA	100	100	100	100	100	50	50	GTDB r207
c71cc1c9bed2e0a59abf461d29882505	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	RPQJ01	NA	100	100	100	100	100	100	59	GTDB r207
ea56456464c3e53f0c882d4a164f97d2	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	NA	100	100	100	100	100	100	63	GTDB r207
0c41b057005e2932e2e9723b563c237c	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Ilumatobacteraceae	VFMC01	VFMC01 sp963169665	100	100	100	100	100	100	100	GTDB r207
d797c93933fb10a66bda39e3f7e321ea	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	CAIOMD01	JACKGO01	JACKGO01 sp020631975	100	100	100	100	100	91	91	GTDB r207
b7627270402edacf2407b8b4f05b1e33	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	NA	NA	100	100	100	100	100	27	27	GTDB r207
a64a994896e3a0f6397c8e97fa388f0e	Bacteria	NA	NA	NA	NA	NA	NA	100	40	40	39	39	39	39	GTDB r207
7c4bb2f77df9fd57f8b1f3654b05e294	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	UBA1268	NA	NA	100	100	100	100	100	72	65	GTDB r207
c68fdf476b8ebf5339ef2bbc72330b79	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Photobacterium	Photobacterium leiognathi	100	100	100	100	100	97	94	GTDB r207
4dbdff692d674168a7f9f72e782fa79a	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	UBA1268	CACORA01	NA	100	100	100	100	100	85	74	GTDB r207
e8d8d6d473cab0e13ec011084e9226c0	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	NA	100	100	100	100	100	100	47	GTDB r207
e3354c61f350d1a888bed263ebfb160c	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	U87765	U87765 sp018131225	100	100	100	100	100	100	100	GTDB r207
a14a7798531d2f01dd138d27baafd759	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	M0108	M0108 sp016714645	100	100	100	100	100	98	91	GTDB r207
f59b0356cf60f589da7fb70b6cf102e5	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	NA	NA	100	100	100	100	100	38	38	GTDB r207
0db09491296173efe0a6eecccfe218e1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA	100	100	100	100	100	66	28	GTDB r207
bc1a26b0c2ae7659476ab0b9a3e2e622	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	NA	100	100	100	100	100	100	55	GTDB r207
b3a2a62a3cc70ed2d838c9c47595bda4	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	JACTMZ01	JACTMZ01	JACTMZ01 sp018883245	100	100	100	100	100	100	100	GTDB r207
7798e0de1b5e0e439af9976e71ac6c34	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	NA	NA	100	100	100	100	100	37	32	GTDB r207
59b8229826248ee5fb4df694735edc7f	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA	100	100	100	100	100	55	52	GTDB r207
de72cbb5c39f2afc38e4ddc71e89b7ce	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Photobacterium	Photobacterium leiognathi	100	100	100	100	100	98	95	GTDB r207
74b122c5c10ac9ffafd0163d7141143a	Bacteria	Actinomycetota	Actinomycetes	NA	NA	NA	NA	100	100	100	40	40	17	17	GTDB r207
4fdd585fa617bf4e5e0229d0fbd3c8ab	Bacteria	Cyanobacteriota	Cyanobacteriia	PCC-6307	Cyanobiaceae	NA	NA	100	100	100	100	100	21	21	GTDB r207
ee3659ea926952cabd8f10fc39fa7603	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	NA	100	100	100	100	100	100	28	GTDB r207
be700f98755d5245b1370e8b4cc947a6	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	NA	NA	NA	100	100	100	99	78	73	62	GTDB r207
b7f0884b460ef48cecf6bfa84c7a08c7	Bacteria	Cyanobacteriota	Cyanobacteriia	PCC-6307	Cyanobiaceae	Cyanobium	Cyanobium sp015840715	100	100	100	100	100	100	100	GTDB r207
2d60004a7299019a4f4b815f3e5a4f0f	Bacteria	NA	NA	NA	NA	NA	NA	100	41	28	25	24	24	24	GTDB r207
c788df2ce5fcde77f5bfd755f1f3db4e	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	NA	100	100	100	100	100	100	73	GTDB r207
03f9291ea5e82c6d11d1318b72b4b914	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	RPQJ01	NA	100	100	100	100	100	99	68	GTDB r207
dba4bc97baba93578658bff7fde8ded0	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA	98	83	82	46	46	46	27	GTDB r207
362b3b3223238e64b6a61a69eb3eed91	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Photobacterium	Photobacterium leiognathi	100	100	100	100	100	99	97	GTDB r207
510b98c3386bb898fcf8e579fcb0f72e	Bacteria	Cyanobacteriota	Cyanobacteriia	PCC-6307	Cyanobiaceae	NA	NA	100	100	100	100	100	51	17	GTDB r207
f1df2fa82bf6d993248701537937fbc9	Bacteria	Actinomycetota	Actinomycetes	S36-B12	NA	NA	NA	100	100	100	100	78	72	70	GTDB r207
26a4cf3e8f3ecca37af2940fe9adca5c	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	UBA1268	UBA4655	UBA4655 sp002405515	100	100	100	100	100	89	89	GTDB r207
8a12150080b1574edcd0665d86830832	Bacteria	NA	NA	NA	NA	NA	NA	100	66	66	58	41	41	41	GTDB r207
165daa40b31825ffd716c3983bdff485	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	NA	100	100	100	100	100	100	14	GTDB r207
4e15934cdfd7add70852dbe54f8de0a7	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Photobacterium	Photobacterium leiognathi	100	100	100	100	100	100	98	GTDB r207
4c22990ca12ee53325ca168f60dc7815	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA	100	100	100	100	100	57	21	GTDB r207
88aa634f8c424dda6f13d1dd6c32cd83	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Demequinaceae	Demequina	NA	100	100	100	100	100	100	29	GTDB r207
493bf8b9d382156715f03975aac459fe	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	NA	NA	100	100	100	100	94	52	52	GTDB r207
a3a623a3075a3c3ef2a150bd9a6fd69f	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	NA	100	100	100	100	100	100	42	GTDB r207
f7f03b70d069783414b93ee8dcb80f93	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	RPQJ01	NA	100	100	100	100	100	100	56	GTDB r207
a201649a2590b4c29e47b9d4a1db2f3c	Bacteria	Cyanobacteriota	Cyanobacteriia	PCC-6307	Cyanobiaceae	NA	NA	100	100	100	100	100	66	66	GTDB r207
222505b84278457e66d8b99d18c98fd5	Bacteria	Actinomycetota	Actinomycetes	S36-B12	S36-B12	Mxb001	Mxb001 sp004379115	100	100	100	100	100	100	100	GTDB r207
f52b830cbab9554b94a5155fda0e0332	Bacteria	Cyanobacteriota	Cyanobacteriia	PCC-6307	Cyanobiaceae	NIES-981	NIES-981 sp018399015	100	100	100	100	100	96	96	GTDB r207
bd1a44c2ebb9645ebe5aeb6fdc00ee40	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	Devosia marina	100	94	94	86	86	86	86	GTDB r207
dde44e1729b5180c4ca013d28b59c912	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	M30B19	M30B19 sp018402565	100	100	100	100	100	100	100	GTDB r207
d9a720f1f68b6230b75244111ba5996e	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Ilumatobacteraceae	Ilumatobacter	NA	100	100	100	100	100	94	66	GTDB r207
33f0fc6a7445cf8ca0dd92fe473007b0	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Photobacterium	Photobacterium leiognathi	100	100	100	100	100	99	98	GTDB r207
99c5c82d6685113701c18e002cd0fe88	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	JACTMZ01	JACTMZ01	JACTMZ01 sp018883245	100	100	100	100	100	100	99	GTDB r207
387aa9238746cf000812e9a15b90e863	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Gemmobacter_B	Gemmobacter B sp029953595	100	100	100	100	100	100	100	GTDB r207
c8ea3cdf7a198253db2bc089c60a9869	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomataceae	Jiulongibacter	Jiulongibacter sediminis	100	100	100	100	100	100	100	GTDB r207
6ba0df6a980fd258c870489d064be058	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	NA	NA	100	100	100	100	95	55	18	GTDB r207
afdbe9e031386745d1f16b390325b314	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA	100	100	100	100	100	20	20	GTDB r207
a0452dda4148a61a288adaabe46cbf62	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	NA	100	100	100	100	100	100	19	GTDB r207
971a565d1517be1e12ebaa3be74c0f1f	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	UBA1268	NA	NA	100	100	100	100	100	79	34	GTDB r207
d968fa9992bb53cd5f91a145df7a40c2	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Anammoximicrobium	Anammoximicrobium sp012515235	100	100	100	100	100	100	100	GTDB r207
76f887925cb85fd47f8082737fba7c0d	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Photobacterium	Photobacterium leiognathi	100	100	100	100	100	99	98	GTDB r207
506e85ad95109cd5deb58c49c3ace967	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	RPQJ01	NA	100	100	100	100	100	100	61	GTDB r207
ad541ff3668b3bf5f55be19cc2afc791	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella_A	Moraxella A sp002478835	100	100	100	100	100	100	93	GTDB r207
313606d2943534fdf976ab668b28517f	Bacteria	Actinomycetota	Actinomycetes	S36-B12	NA	NA	NA	100	100	100	98	67	61	55	GTDB r207
0c85996bc090a8a78050000007d4f13a	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	NA	100	95	95	95	95	80	16	GTDB r207
151e16362436f4e4d08b4d5b45314dab	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Photobacterium	Photobacterium leiognathi	100	100	100	100	100	97	96	GTDB r207
99a951a0284421d43576cb7e419da7ab	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium acnes	100	100	100	100	100	100	100	GTDB r207
574231b225f18b0f60d66479055e221d	Bacteria	Bacillota_I	Bacilli_A	NA	NA	NA	NA	100	92	92	72	62	62	62	GTDB r207
6b4cca2dfc7b2b6f24831b1de4e8aa67	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	NA	100	100	100	100	100	100	27	GTDB r207
c78a82e7c86a2d9fe574e8aac496b290	Bacteria	NA	NA	NA	NA	NA	NA	92	75	75	6	6	6	3	GTDB r207
76e48f7fb7dbddaf763c7ce97d9de11a	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Photobacterium	Photobacterium leiognathi	100	100	100	100	100	99	98	GTDB r207
af8b7f9f96c0b9dacc09a5ad10106a75	Bacteria	Cyanobacteriota	Cyanobacteriia	PCC-6307	Cyanobiaceae	NIES-981	NIES-981 sp018399015	100	100	100	100	100	96	96	GTDB r207
083c15b647bcaa38aaa3784a92b51a4e	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	Devosia marina	100	92	92	89	89	89	89	GTDB r207
01c937df75371ed4a3524230aaf51eab	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	JADJWR01	JADJWR01 sp016716275	100	100	100	100	100	100	100	GTDB r207
46b98b23604cc1327a7eb5ca8ed62a9a	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Photobacterium	Photobacterium leiognathi	100	100	100	100	100	96	95	GTDB r207
a27191c75f73ca8131faf3876249d821	Bacteria	Cyanobacteriota	Cyanobacteriia	PCC-6307	Cyanobiaceae	NA	NA	100	100	100	100	100	12	12	GTDB r207
3dc44f39328335ef9ce9756bb283e113	Bacteria	NA	NA	NA	NA	NA	NA	100	70	70	65	33	26	26	GTDB r207
1c6d32c374ee0320704d96e6e84f690f	Bacteria	Bacillota_I	Bacilli_A	NA	NA	NA	NA	100	80	80	78	61	61	61	GTDB r207
7da800094fafd75b5e2872a0b463d434	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Photobacterium	Photobacterium leiognathi	100	100	100	100	100	97	94	GTDB r207
a4667f73690e8142a11826264a02575d	Bacteria	Cyanobacteriota	Cyanobacteriia	PCC-6307	Cyanobiaceae	NA	NA	100	100	100	100	100	72	70	GTDB r207
e79d663df7d6d3edc342f955bad9d035	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Sedimenticolaceae	Thiolapillus	Thiolapillus sp027026755	100	92	92	92	92	92	92	GTDB r207
a7ab3298de0718b6ff839e8fb717a0c2	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	NA	NA	100	100	100	100	100	16	16	GTDB r207
8cf4519bb16b0442cfe4949c59329f18	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Dermatophilaceae	F2B08	F2B08 sp009184895	100	100	100	100	100	100	100	GTDB r207
b11059e8331a4746d31355b9aea52ec9	Bacteria	NA	NA	NA	NA	NA	NA	100	79	79	69	32	20	20	GTDB r207
